Flight_ID,Date,Pilot_Name,Aircraft_Type,Origin,Destination,Flight_Duration,Passenger_Count,Flight_Type,Status,Ticket_Price
902,5/14/2027,Pierce Chapple,error: undefined method `first' for nil:NilClass,Zhirnovsk,Nałęczów,10.74,249,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,142.39
903,2/23/2026,Reta Chuck,error: undefined method `first' for nil:NilClass,Toronto,Kuntong,17.64,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,290.13
904,7/29/2026,Andonis Boocock,error: undefined method `first' for nil:NilClass,Żabnica,Río Viejo,9.52,540,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1812.93
905,2/6/2026,Celestia Leemans,error: undefined method `first' for nil:NilClass,Frontignan,Bay Roberts,15.57,549,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1738.33
906,5/14/2025,Rasla Jiruch,error: undefined method `first' for nil:NilClass,Washington,Kongsvinger,2.37,367,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1644.03
907,12/24/2025,Genovera Simionescu,error: undefined method `first' for nil:NilClass,Muyi,Erqu,16.83,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2277.38
908,9/10/2025,Elva Talby,error: undefined method `first' for nil:NilClass,Bichura,Lin’an,6.06,342,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1753.8
909,1/18/2025,Rakel Lyver,error: undefined method `first' for nil:NilClass,Kuwait City,Gerakaroú,1.1,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,333.5
910,11/2/2026,Hamid Prati,error: undefined method `first' for nil:NilClass,Fresno,Novyy,2.76,470,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2149.9
911,12/8/2027,Raymund Cathrall,error: undefined method `first' for nil:NilClass,Montfort-sur-Meu,Borisova Griva,14.11,403,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1150.39
912,8/17/2026,Valaree Kuhn,error: undefined method `first' for nil:NilClass,Daduo,Verin Artashat,16.6,272,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,413.76
913,6/20/2027,Stafford Merrifield,error: undefined method `first' for nil:NilClass,München,Xekar,3.82,114,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,810.15
914,11/21/2026,Leontine Soane,error: undefined method `first' for nil:NilClass,Wilkes Barre,Nayoro,3.77,336,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2894.42
915,11/5/2026,Vinnie Sissot,error: undefined method `first' for nil:NilClass,Tupambaé,Raoyang,12.99,285,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2931.18
916,11/5/2025,Lorenzo Stephenson,error: undefined method `first' for nil:NilClass,Tongliao,Baiyin,6.13,229,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,829.95
917,2/8/2026,Salvatore Pickerell,error: undefined method `first' for nil:NilClass,Vicente Guerrero,Enskede,17.17,408,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1977.01
918,7/18/2027,Ian Drawmer,error: undefined method `first' for nil:NilClass,Émpa,Zhdanov,7.39,385,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,74.36
919,8/26/2025,Frankie Kassman,error: undefined method `first' for nil:NilClass,El Progreso,Malasin,2.78,194,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1184.56
920,2/11/2026,Ermin Gadeaux,error: undefined method `first' for nil:NilClass,Vyselki,Nonsan,1.07,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,865.44
921,4/18/2026,Kurtis Kinvig,error: undefined method `first' for nil:NilClass,Itajaí,Perreng,3.04,300,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1608.93
922,5/1/2027,Loleta Napthine,error: undefined method `first' for nil:NilClass,Onsala,Itauguá,17.72,286,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2740.92
923,7/10/2025,Julio Sonner,error: undefined method `first' for nil:NilClass,Bang Ban,Jiuxian,8.18,184,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,694.42
924,5/30/2027,Niccolo Shimony,error: undefined method `first' for nil:NilClass,Iralaya,Garunggang,8.05,542,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2041.58
925,12/16/2026,Rosemonde Minghetti,error: undefined method `first' for nil:NilClass,Chantilly,Chelyabinsk,5.58,244,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,214.04
926,8/8/2025,Maximilianus McPaik,error: undefined method `first' for nil:NilClass,Xindong,Su-dong,7.46,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,72.8
927,10/25/2026,Kendra Charlton,error: undefined method `first' for nil:NilClass,Beigucheng,Rejanegara,16.79,470,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,814.0
928,10/5/2025,Hillier Koppens,error: undefined method `first' for nil:NilClass,Shikhany,Achada,16.38,310,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2282.49
929,1/11/2027,Siobhan Girardoni,error: undefined method `first' for nil:NilClass,Himeville,Narva,9.66,380,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,965.9
930,5/9/2026,Ollie Hazelgreave,error: undefined method `first' for nil:NilClass,Qinggang,Infanta,13.44,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,72.87
931,4/25/2027,Nan Excell,error: undefined method `first' for nil:NilClass,Prostki,Curepipe,13.05,169,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2030.66
932,8/7/2027,Bogey Fairrie,error: undefined method `first' for nil:NilClass,Yingpu,Barra do Corda,17.16,483,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,459.82
933,9/30/2027,Kathye Fison,error: undefined method `first' for nil:NilClass,Bojonglarang,Bystra,16.97,221,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,795.67
934,7/27/2027,Darrelle Bythway,error: undefined method `first' for nil:NilClass,Jõgeva,Kosów Lacki,9.52,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2276.88
935,8/22/2027,Nata Vause,error: undefined method `first' for nil:NilClass,Carania,Lanipao,15.34,300,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2082.21
936,5/27/2027,Siffre Sandham,error: undefined method `first' for nil:NilClass,El Aïoun,Cilongkrangpusaka,1.48,121,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,102.37
937,9/11/2026,Jillayne Chapman,error: undefined method `first' for nil:NilClass,Tha Maka,Mendeleyevo,3.0,213,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2252.86
938,11/26/2026,Dee dee O'Nowlan,error: undefined method `first' for nil:NilClass,Yong’an,Jackson,1.89,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2354.27
939,3/4/2027,Cleo Patterson,error: undefined method `first' for nil:NilClass,Yilan,Terentang,0.48,410,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2425.73
940,11/10/2026,Boone Haymes,error: undefined method `first' for nil:NilClass,Gannan,Haarlem,8.05,161,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,735.25
941,3/19/2027,Glennie Kadd,error: undefined method `first' for nil:NilClass,Imishli,Caikouji,13.88,529,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1489.75
942,12/30/2025,Gilburt Nichol,error: undefined method `first' for nil:NilClass,Tulung,Dalmeny,16.87,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1803.34
943,1/3/2027,Rustie Lebell,error: undefined method `first' for nil:NilClass,Turgenevo,Slunj,4.6,251,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1384.87
944,1/24/2025,Phillip Heinle,error: undefined method `first' for nil:NilClass,Nymburk,Caleufú,1.66,515,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,424.62
945,1/28/2027,Nick Allewell,error: undefined method `first' for nil:NilClass,Addiet Canna,Strängnäs,17.12,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1500.73
946,6/16/2027,Germayne Dearell,error: undefined method `first' for nil:NilClass,Shilong,Jelsa,15.2,264,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,290.22
947,10/15/2025,Oralie Laxton,error: undefined method `first' for nil:NilClass,Yanjiang,Carpenter,6.11,145,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2863.6
948,3/27/2026,Daloris todor,error: undefined method `first' for nil:NilClass,Andaray,Niny,4.86,287,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1390.46
949,11/9/2027,Jody Keuneke,error: undefined method `first' for nil:NilClass,Jialu,Badīn,10.86,545,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,407.52
950,12/9/2027,Ed Marcoolyn,error: undefined method `first' for nil:NilClass,Dulangan,Karpokhórion,3.07,527,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,866.04
951,5/22/2027,Charo Espadate,error: undefined method `first' for nil:NilClass,Idrinskoye,Sherbrooke,10.73,167,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,678.19
952,10/29/2026,Kristoforo Crush,error: undefined method `first' for nil:NilClass,Qigzhi,Huancheng,14.59,359,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1185.49
953,2/20/2026,Dewitt Beagin,error: undefined method `first' for nil:NilClass,Pār Naogaon,Jinping,1.14,344,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2867.5
954,9/10/2025,Jacinda Firpo,error: undefined method `first' for nil:NilClass,Ma’an,Saskatoon,6.28,332,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2025.38
955,11/7/2027,Wally Brabin,error: undefined method `first' for nil:NilClass,Balazar,Międzybrodzie Bialskie,15.56,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2412.16
956,11/14/2026,Mattie Greatreax,error: undefined method `first' for nil:NilClass,Dumingag,Pasrukrajan Satu,5.09,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1682.76
957,2/14/2026,Ailis Ditch,error: undefined method `first' for nil:NilClass,Killarney,Lisičani,11.0,404,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,246.43
958,3/23/2026,Victoir Readie,error: undefined method `first' for nil:NilClass,Karangkedawung,Fengcheng,11.57,303,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1322.67
959,7/25/2027,Ulrikaumeko Rewbottom,error: undefined method `first' for nil:NilClass,Enshi,Buzovna,0.54,490,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,426.61
960,10/4/2027,Amabelle Danko,error: undefined method `first' for nil:NilClass,Lolotique,Jinan,4.87,275,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,318.19
961,5/23/2027,Ronald Figurski,error: undefined method `first' for nil:NilClass,Chiba,Karajeun,10.28,167,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,828.11
962,4/10/2025,Gustav Noblett,error: undefined method `first' for nil:NilClass,Kiritsy,Kongjiafang,10.28,511,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,190.7
963,7/18/2027,Ashlee Rawcliffe,error: undefined method `first' for nil:NilClass,Nancheng,Pasadena,8.51,299,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,214.0
964,12/8/2025,Bayard Carrel,error: undefined method `first' for nil:NilClass,Al Misrākh,Barguzin,7.22,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2978.64
965,1/10/2025,Edgard Spofforth,error: undefined method `first' for nil:NilClass,Örebro,Laval,17.58,297,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,762.81
966,11/21/2026,Agustin Slaughter,error: undefined method `first' for nil:NilClass,Alvand,Jiulongshan,0.4,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2554.11
967,7/17/2027,Federico Blowing,error: undefined method `first' for nil:NilClass,Bilje,Yanglang,7.1,214,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2923.37
968,8/11/2027,Caryl Olivia,error: undefined method `first' for nil:NilClass,Vila Velha de Ródão,Hutang,9.07,153,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1734.49
969,5/21/2027,Martelle Gonsalvo,error: undefined method `first' for nil:NilClass,Yantan,Longkou,17.67,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,172.37
